Fecha,polar_sleep_duration_min,polar_sleep_span_min,polar_deep_pct,polar_rem_pct,polar_efficiency_pct,polar_continuity,polar_continuity_index,polar_interruptions_long,polar_interruptions_total,polar_sleep_score,polar_night_rmssd,polar_night_rri,polar_night_resp,sleep_dur_p10,sleep_dur_p90,sleep_int_p90
2025-11-07,486.0,509.5,,,95.38763493621197,4.0,4.2,6.0,18.0,,,,,363.0,494.70000000000005,8.0
2025-11-08,503.0,541.5,,,92.89012003693443,2.0,2.8,8.0,30.0,,,,,363.0,494.70000000000005,8.0
2025-11-09,490.5,529.0,,,92.72211720226842,2.0,2.5,7.0,33.0,,,,,363.0,494.70000000000005,8.0
2025-11-10,471.0,505.5,,,93.17507418397626,2.0,2.4,4.0,30.0,,,,,363.0,494.70000000000005,8.0
2025-11-11,441.0,470.5,,,93.73007438894793,3.0,3.8,5.0,22.0,,,,,363.0,494.70000000000005,8.0
2025-11-12,483.0,508.0,,,95.07874015748033,3.0,3.2,3.0,22.0,,,,,363.0,494.70000000000005,8.0
2025-11-13,462.0,491.0,,,94.09368635437882,3.0,3.2,6.0,24.0,,,,,363.0,494.70000000000005,8.0
2025-11-14,631.0,664.0,,,95.03012048192772,2.0,2.9,5.0,32.0,,,,,363.0,494.70000000000005,8.0
2025-11-15,445.0,470.5,,,94.58023379383634,2.0,2.7,3.0,27.0,,,,,363.0,494.70000000000005,8.0
2025-11-16,428.5,450.0,,,95.2222222222222,2.0,2.9,2.0,25.0,,,,,363.0,494.70000000000005,8.0
2025-11-17,493.0,537.5,,,91.72093023255816,2.0,2.9,10.0,27.0,,,,,363.0,494.70000000000005,8.0
2025-11-18,441.0,467.5,,,94.33155080213903,2.0,2.9,3.0,28.0,,,,,363.0,494.70000000000005,8.0
2025-11-19,494.0,514.0,,,96.1089494163424,3.0,3.9,2.0,23.0,,,,,363.0,494.70000000000005,8.0
2025-11-20,477.5,503.5,,,94.8361469712016,3.0,3.2,6.0,25.0,,,,,363.0,494.70000000000005,8.0
2025-11-21,484.0,510.5,,,94.80901077375124,2.0,2.8,1.0,30.0,,,,,363.0,494.70000000000005,8.0
2025-11-22,419.5,440.0,,,95.3409090909091,3.0,3.5,2.0,23.0,,,,,363.0,494.70000000000005,8.0
2025-11-23,411.0,438.5,,,93.72862029646522,3.0,3.3,3.0,26.0,,,,,363.0,494.70000000000005,8.0
2025-11-24,421.5,448.5,,,93.9799331103679,2.0,2.5,2.0,35.0,,,,,363.0,494.70000000000005,8.0
2025-11-25,557.0,600.0,,,92.83333333333331,2.0,2.6,7.0,36.0,,,,,363.0,494.70000000000005,8.0
2025-11-26,479.5,512.5,,,93.5609756097561,3.0,3.1,7.0,28.0,,,,,363.0,494.70000000000005,8.0
2025-11-27,490.0,532.0,,,92.10526315789474,2.0,2.3,10.0,36.0,,,,,363.0,494.70000000000005,8.0
2025-11-28,445.5,470.0,,,94.7872340425532,2.0,2.9,2.0,30.0,,,,,363.0,494.70000000000005,8.0
2025-11-29,390.0,416.0,,,93.75,2.0,2.6,6.0,26.0,,,,,363.0,494.70000000000005,8.0
2025-11-30,420.5,442.5,,,95.02824858757062,2.0,2.9,2.0,27.0,,,,,363.0,494.70000000000005,8.0
2025-12-01,488.0,522.0,,,93.48659003831418,2.0,2.2,4.0,36.0,,,,,363.0,494.70000000000005,8.0
2025-12-02,442.5,465.5,,,95.0590762620838,3.0,3.0,4.0,29.0,,,,,363.0,494.70000000000005,8.0
2025-12-03,456.5,496.0,,,92.03629032258064,2.0,2.4,8.0,35.0,,,,,363.0,494.70000000000005,8.0
2025-12-04,492.0,516.0,,,95.34883720930232,3.0,3.1,2.0,26.0,,,,,363.0,494.70000000000005,8.0
2025-12-05,423.0,446.5,,,94.73684210526316,3.0,3.7,2.0,25.0,,,,,363.0,494.70000000000005,8.0
2025-12-06,447.5,476.0,,,94.0126050420168,2.0,2.9,4.0,27.0,,,,,363.0,494.70000000000005,8.0
2025-12-07,457.5,490.0,,,93.36734693877553,2.0,2.7,5.0,31.0,,,,,363.0,494.70000000000005,8.0
2025-12-08,432.5,458.5,,,94.32933478735004,2.0,2.9,6.0,24.0,,,,,363.0,494.70000000000005,8.0
2025-12-09,529.5,574.5,,,92.16710182767623,2.0,2.7,5.0,33.0,,,,,363.0,494.70000000000005,8.0
2025-12-10,463.0,496.0,,,93.34677419354838,2.0,2.2,5.0,36.0,,,,,363.0,494.70000000000005,8.0
2025-12-11,480.0,507.0,,,94.67455621301777,3.0,3.0,3.0,35.0,,,,,363.0,494.70000000000005,8.0
2025-12-12,425.5,447.5,,,95.08379888268156,2.0,2.9,1.0,26.0,,,,,363.0,494.70000000000005,8.0
2025-12-13,584.0,634.0,,,92.11356466876973,2.0,2.9,9.0,33.0,,,,,363.0,494.70000000000005,8.0
2025-12-14,691.0,748.5,,,92.31796927187708,1.0,1.8,10.0,53.0,,,,,363.0,494.70000000000005,8.0
2025-12-15,431.5,458.0,,,94.21397379912663,3.0,3.1,4.0,25.0,,,,,363.0,494.70000000000005,8.0
2025-12-16,431.0,463.0,,,93.08855291576674,2.0,2.9,6.0,30.0,,,,,363.0,494.70000000000005,8.0
2025-12-17,459.5,484.5,,,94.84004127966976,2.0,2.5,3.0,29.0,,,,,363.0,494.70000000000005,8.0
2025-12-18,430.5,459.0,,,93.79084967320262,2.0,2.1,4.0,33.0,,,,,363.0,494.70000000000005,8.0
2025-12-19,420.5,448.5,,,93.75696767001116,2.0,2.5,2.0,31.0,,,,,363.0,494.70000000000005,8.0
2025-12-20,512.5,555.0,,,92.34234234234236,2.0,2.6,8.0,41.0,,,,,363.0,494.70000000000005,8.0
2025-12-21,376.0,394.0,,,95.43147208121827,4.0,4.2,2.0,24.0,,,,,363.0,494.70000000000005,8.0
2025-12-22,469.0,516.5,,,90.80348499515974,2.0,2.1,6.0,35.0,,,,,363.0,494.70000000000005,8.0
2025-12-23,496.5,529.5,,,93.76770538243626,2.0,2.7,6.0,31.0,,,,,363.0,494.70000000000005,8.0
2025-12-24,,,,,,,,,,,,,,363.0,494.70000000000005,8.0
2025-12-25,417.0,446.0,,,93.49775784753363,2.0,2.2,2.0,35.0,,,,,363.0,494.70000000000005,8.0
2025-12-26,252.5,278.5,,,90.66427289048474,2.0,2.8,6.0,19.0,,,,,363.0,494.70000000000005,8.0
2025-12-27,490.0,523.0,,,93.6902485659656,2.0,2.8,8.0,29.0,,,,,363.0,494.70000000000005,8.0
2025-12-28,435.5,478.5,,,91.0135841170324,3.0,3.0,7.0,26.0,,,,,363.0,494.70000000000005,8.0
2025-12-29,521.5,549.0,,,94.99089253187614,3.0,3.3,3.0,27.0,,,,,363.0,494.70000000000005,8.0
2025-12-30,450.0,480.5,,,93.65244536940686,2.0,2.5,5.0,36.0,,,,,363.0,494.70000000000005,8.0
2025-12-31,384.5,405.0,,,94.93827160493828,3.0,3.2,2.0,24.0,,,,,363.0,494.70000000000005,8.0
2026-01-01,477.0,519.5,,,91.81905678537056,1.0,1.8,8.0,39.0,,,,,363.0,494.70000000000005,8.0
2026-01-02,328.5,359.5,21.41863699582754,18.77607788595272,91.3769123783032,2.0,2.4,4.0,30.0,56.6184,42.0,1089.0,14.084507042253522,363.0,494.70000000000005,8.0
2026-01-03,262.5,299.0,,,87.79264214046822,2.0,2.6,12.0,24.0,,,,,363.0,494.70000000000005,8.0
2026-01-04,371.5,414.5,14.475271411338964,16.646562123039807,89.62605548854042,2.0,2.1,10.0,33.0,56.3756,34.0,914.0,15.511892450879008,363.0,494.70000000000005,8.0
2026-01-05,223.0,254.0,10.62992125984252,17.716535433070867,87.79527559055119,3.0,3.2,4.0,16.0,44.2619,44.0,1003.0,15.40041067761807,363.0,494.70000000000005,8.0
2026-01-06,375.5,418.0,14.473684210526317,20.933014354066987,89.83253588516746,2.0,2.4,14.0,31.0,58.716,33.0,1033.0,14.932802389248382,363.0,494.70000000000005,8.0
2026-01-07,486.0,528.0,12.026515151515152,23.39015151515152,92.04545454545456,2.0,2.8,10.0,32.0,73.4797,45.0,1149.0,14.084507042253522,363.0,494.70000000000005,8.0
2026-01-08,456.0,492.5,20.507614213197968,22.84263959390863,92.58883248730965,3.0,3.4,10.0,23.0,76.5273,36.0,1019.0,14.60564751703992,363.0,494.70000000000005,8.0
2026-01-09,536.5,578.5,12.359550561797752,26.879861711322384,92.73984442523768,2.0,2.4,9.0,33.0,74.8183,43.0,1102.0,14.081201595869514,363.0,494.70000000000005,8.0
2026-01-10,591.0,618.5,16.410670978173002,20.937752627324173,95.55375909458368,2.0,2.8,3.0,33.0,87.9951,39.0,1038.0,13.91465677179963,363.0,494.70000000000005,8.0
2026-01-11,633.5,670.0,17.761194029850746,14.776119402985074,94.55223880597016,3.0,3.2,8.0,30.0,79.2665,46.0,1132.0,14.59498905375821,363.0,494.70000000000005,8.0
2026-01-12,507.5,540.5,13.32099907493062,18.501387604070302,93.8945420906568,3.0,3.3,5.0,25.0,78.9633,27.0,1046.0,14.167650531286895,363.0,494.70000000000005,8.0
2026-01-13,495.0,524.0,21.75572519083969,19.083969465648856,94.46564885496184,2.0,2.9,3.0,24.0,81.3933,43.0,1136.0,14.114326040931546,363.0,494.70000000000005,8.0
2026-01-14,532.0,568.5,15.567282321899736,22.60334212840809,93.57959542656111,2.0,2.3,3.0,41.0,83.6376,30.0,1038.0,14.097744360902256,363.0,494.70000000000005,8.0
2026-01-15,536.0,580.5,16.709732988802756,22.48062015503876,92.33419465977606,1.0,1.8,7.0,44.0,78.3706,28.0,1001.0,14.170996693434104,363.0,494.70000000000005,8.0
2026-01-16,464.5,497.0,13.480885311871226,15.995975855130784,93.46076458752516,2.0,2.6,2.0,40.0,80.0935,31.0,1074.0,14.343772412144396,363.0,494.70000000000005,8.0
2026-01-17,487.5,527.5,19.5260663507109,16.398104265402843,92.4170616113744,3.0,3.1,8.0,32.0,75.2705,31.0,1051.0,14.64486209421528,363.0,494.70000000000005,8.0
2026-01-18,508.5,535.0,16.635514018691588,23.925233644859816,95.0467289719626,2.0,2.2,3.0,36.0,87.4995,29.0,950.0,14.52081316553727,363.0,494.70000000000005,8.0
2026-01-19,446.0,478.0,20.711297071129707,26.46443514644352,93.30543933054392,2.0,2.5,3.0,28.0,81.4403,31.0,1042.0,14.34034416826004,363.0,494.70000000000005,8.0
2026-01-20,431.5,449.0,20.71269487750557,22.828507795100226,96.10244988864144,3.0,3.6,1.0,22.0,85.9062,44.0,1145.0,14.234875444839858,363.0,494.70000000000005,8.0
2026-01-21,447.5,476.0,43.27731092436975,10.294117647058822,94.0126050420168,2.0,2.5,5.0,29.0,69.6156,36.0,1071.0,14.54192922927775,363.0,494.70000000000005,8.0
2026-01-22,473.5,494.5,13.953488372093023,11.5267947421638,95.75328614762388,4.0,4.2,2.0,19.0,82.9685,37.0,1096.0,14.194464158978,363.0,494.70000000000005,8.0
2026-01-23,541.5,601.0,21.29783693843594,14.559068219633945,90.09983361064891,2.0,2.4,10.0,39.0,65.459,44.0,989.0,14.634146341463415,363.0,494.70000000000005,8.0
2026-01-24,489.0,530.0,21.69811320754717,14.62264150943396,92.26415094339625,1.0,1.9,8.0,38.0,70.9732,58.0,1094.0,14.716703458425313,363.0,494.70000000000005,8.0
2026-01-25,385.5,404.5,16.68726823238566,23.48578491965389,95.30284301606922,3.0,3.5,2.0,23.0,78.115,43.0,1178.0,14.147606696533837,363.0,494.70000000000005,8.0
2026-01-26,390.5,406.0,18.96551724137931,28.32512315270936,96.1822660098522,3.0,3.8,1.0,18.0,79.5059,49.0,1176.0,13.856812933025404,363.0,494.70000000000005,8.0
2026-01-27,483.0,518.5,19.57569913211186,19.57569913211186,93.1533269045323,2.0,2.4,5.0,34.0,78.8552,30.0,977.0,14.194464158978,363.0,494.70000000000005,8.0
2026-01-28,477.0,509.5,8.635917566241414,18.645731108930324,93.62119725220803,2.0,2.5,3.0,37.0,77.7637,37.0,1043.0,14.074595355383533,363.0,494.70000000000005,8.0
2026-01-29,446.5,470.5,21.04144527098831,24.335812964930923,94.8990435706695,2.0,2.9,1.0,29.0,87.0914,45.0,1087.0,14.261944378416924,363.0,494.70000000000005,8.0
2026-01-30,420.5,445.0,24.15730337078652,23.370786516853933,94.49438202247192,2.0,2.8,3.0,26.0,77.6705,48.0,1144.0,13.59311282283643,363.0,494.70000000000005,8.0
2026-01-31,426.0,449.5,26.251390433815352,16.57397107897664,94.77196885428252,2.0,2.5,1.0,29.0,74.2937,40.0,1078.0,13.7520055008022,363.0,494.70000000000005,8.0
2026-02-01,457.0,491.5,18.006103763987795,20.2441505595117,92.98067141403868,2.0,2.3,4.0,33.0,82.0448,54.0,1174.0,14.43348568679336,363.0,494.70000000000005,8.0
2026-02-02,496.0,531.5,21.072436500470367,14.581373471307622,93.32079021636876,2.0,2.3,7.0,34.0,75.4894,47.0,1091.0,14.443909484833895,363.0,494.70000000000005,8.0
2026-02-03,,,,,,,,,,,,,,363.0,494.70000000000005,8.0
2026-02-04,474.5,507.5,16.25615763546798,24.039408866995075,93.4975369458128,2.0,2.7,7.0,32.0,82.9469,40.0,1044.0,14.241633040588654,363.0,494.70000000000005,8.0
2026-02-05,425.5,449.5,18.5761957730812,26.362625139043384,94.6607341490545,3.0,3.1,4.0,21.0,81.6735,45.0,1078.0,13.99906672888474,363.0,494.70000000000005,8.0
2026-02-06,469.5,499.5,23.923923923923923,20.32032032032032,93.993993993994,2.0,2.3,5.0,28.0,78.0584,45.0,1121.0,13.89854065323141,363.0,494.70000000000005,8.0
2026-02-07,413.0,442.5,15.36723163841808,23.502824858757062,93.33333333333331,2.0,2.2,2.0,34.0,77.8258,42.0,1134.0,13.911430558775796,363.0,494.70000000000005,8.0
2026-02-08,437.5,468.5,16.64887940234792,16.542155816435432,93.38313767342584,2.0,2.5,6.0,29.0,77.2113,46.0,1152.0,13.986013986013988,363.0,494.70000000000005,8.0
2026-02-09,400.5,423.5,19.83471074380165,17.827626918536012,94.56906729634002,2.0,2.9,5.0,24.0,73.269,52.0,1206.0,13.537906137184116,363.0,494.70000000000005,8.0
2026-02-10,446.5,502.0,15.737051792828684,16.135458167330675,88.94422310756973,3.0,3.5,6.0,25.0,69.4791,41.0,1054.0,13.717421124828531,363.0,494.70000000000005,8.0
2026-02-11,314.5,328.0,20.73170731707317,19.35975609756097,95.88414634146342,5.0,5.0,3.0,14.0,67.567,46.0,1166.0,13.556258472661543,363.0,494.70000000000005,8.0
2026-02-12,472.0,499.0,18.837675350701403,22.24448897795591,94.58917835671342,2.0,2.7,4.0,28.0,85.7803,29.0,945.0,13.599274705349048,363.0,494.70000000000005,8.0
2026-02-13,411.5,431.5,20.625724217844727,19.81460023174971,95.36500579374275,2.0,2.9,2.0,22.0,78.5868,45.0,1134.0,13.805798435342844,363.0,494.70000000000005,8.0
2026-02-14,414.0,435.5,16.991963260619976,23.65097588978186,95.06314580941446,2.0,2.8,2.0,25.0,82.3621,44.0,1090.0,13.75515818431912,363.0,494.70000000000005,8.0
2026-02-15,464.0,491.5,20.44760935910478,14.343845371312309,94.40488301119024,3.0,3.1,6.0,28.0,79.5016,44.0,1107.0,14.04165691551603,363.0,494.70000000000005,8.0
2026-02-16,477.0,497.0,17.806841046277665,22.43460764587525,95.97585513078472,3.0,3.4,2.0,22.0,91.1703,51.0,1274.0,14.234875444839858,363.0,494.70000000000005,8.0
2026-02-17,419.5,444.0,19.25675675675676,22.86036036036036,94.48198198198196,3.0,3.0,6.0,25.0,79.4727,47.0,1193.0,13.81533502187428,363.0,494.70000000000005,8.0
2026-02-18,460.0,484.5,11.661506707946335,15.273477812177502,94.94324045407636,3.0,3.1,4.0,28.0,80.0828,46.0,1152.0,13.837638376383763,363.0,494.70000000000005,8.0
2026-02-19,485.5,510.5,23.702252693437806,20.274240940254654,95.10284035259548,3.0,3.0,3.0,27.0,83.1822,39.0,1045.0,13.94700139470014,363.0,494.70000000000005,8.0
2026-02-20,363.0,402.5,16.39751552795031,18.75776397515528,90.1863354037267,2.0,2.4,7.0,27.0,59.3358,52.0,1164.0,13.963230160577147,363.0,494.70000000000005,8.0
2026-02-21,432.0,456.0,14.035087719298245,27.74122807017544,94.73684210526316,3.0,3.2,4.0,26.0,81.6511,44.0,1156.0,13.901760889712698,363.0,494.70000000000005,8.0
2026-02-22,432.0,459.5,20.674646354733405,22.63329706202394,94.0152339499456,2.0,2.3,3.0,30.0,80.5959,60.0,1261.0,13.309671694764862,363.0,494.70000000000005,8.0
2026-02-23,306.5,354.0,15.171288743882544,30.0163132137031,86.5819209039548,2.7,2.0,,,61.0,55.0,1224.4897959183672,13.8,363.0,494.70000000000005,8.0
2026-02-24,421.5,440.5,20.759193357058127,21.945432977461447,95.6867196367764,3.5,3.0,,,83.0,53.0,1276.595744680851,13.4,363.0,494.70000000000005,8.0
2026-02-25,420.0,440.0,21.071428571428573,25.0,95.45454545454544,3.0,3.0,,,82.0,50.0,1176.470588235294,13.6,363.0,494.70000000000005,8.0
2026-02-26,441.5,470.5,12.344280860702153,23.1030577576444,93.836344314559,2.6,2.0,,,77.0,36.0,1052.6315789473683,13.7,363.0,494.70000000000005,8.0
2026-02-27,405.5,431.5,25.64734895191122,16.152897657213316,93.97450753186558,2.7,2.0,,,69.0,44.0,1176.470588235294,13.9,363.0,494.70000000000005,8.0
2026-02-28,348.0,365.0,100.0,,95.34246575342466,2.8,2.0,,,0.0,44.0,1176.470588235294,13.9,363.0,494.70000000000005,8.0
2026-03-01,374.5,403.5,21.2283044058745,24.432576769025367,92.81288723667906,2.9,2.0,,,69.0,56.0,1333.3333333333333,13.0,363.0,494.70000000000005,8.0
2026-03-02,436.5,454.5,17.64032073310424,30.46964490263459,96.03960396039604,3.7,3.0,,,88.0,58.0,1200.0,13.9,363.0,494.70000000000005,8.0
2026-03-03,382.0,412.5,13.612565445026178,24.73821989528796,92.6060606060606,2.3,2.0,,,69.0,60.0,1276.595744680851,13.8,363.0,494.70000000000005,8.0
2026-03-08,468.0,499.5,11.965811965811966,23.29059829059829,93.69369369369367,2.2,2.0,,,80.0,51.0,1153.8461538461538,13.9,363.0,494.70000000000005,8.0
2026-03-09,427.5,458.0,17.54385964912281,17.660818713450293,93.3406113537118,2.9,2.0,,,76.0,51.0,1176.470588235294,13.3,363.0,494.70000000000005,8.0
2026-03-10,403.5,427.5,18.21561338289963,21.68525402726146,94.3859649122807,3.0,3.0,,,79.0,48.0,1224.4897959183672,13.4,363.0,494.70000000000005,8.0
2026-03-11,396.5,418.0,18.66330390920555,16.01513240857503,94.85645933014354,2.8,2.0,,,75.0,43.0,1153.8461538461538,13.8,363.0,494.70000000000005,8.0
2026-03-12,402.5,432.5,15.279503105590065,24.96894409937888,93.0635838150289,2.4,2.0,,,72.0,42.0,1111.111111111111,13.4,363.0,494.70000000000005,8.0
2026-03-13,464.5,491.0,15.285252960172228,29.4940796555436,94.60285132382892,3.2,3.0,,,84.0,47.0,1224.4897959183672,13.5,363.0,494.70000000000005,8.0
2026-03-14,426.5,509.0,28.3704572098476,16.178194607268463,83.7917485265226,2.8,2.0,,,67.0,38.0,1000.0,13.1,363.0,494.70000000000005,8.0
2026-03-15,411.0,437.5,20.316301703163017,26.7639902676399,93.94285714285714,2.6,2.0,,,79.0,38.0,1000.0,13.1,363.0,494.70000000000005,8.0
2026-03-16,402.0,422.5,26.741293532338307,19.65174129353234,95.14792899408285,4.4,4.0,,,74.0,53.0,1250.0,13.7,363.0,494.70000000000005,8.0
2026-03-17,384.5,407.5,21.196358907672305,23.407022106631988,94.3558282208589,2.7,2.0,,,74.0,51.0,1276.595744680851,13.4,363.0,494.70000000000005,8.0
2026-03-18,396.5,421.0,17.780580075662044,24.84237074401009,94.18052256532069,3.3,3.0,,,78.0,48.0,1224.4897959183672,13.8,363.0,494.70000000000005,8.0
2026-03-19,387.5,415.0,15.741935483870968,24.387096774193548,93.3734939759036,3.7,3.0,,,82.0,52.0,1200.0,13.4,363.0,494.70000000000005,8.0
2026-03-20,387.5,415.0,15.741935483870968,24.387096774193548,93.37349397590361,3.7,3.0,,,82.0,52.0,1200.0,13.4,363.0,494.70000000000005,8.0
